uname,sex,message,like,uid,location
逆子喜欢喷完拉黑跑路,男,星际穿越是一部值得反复回味的好电影,7,87176318,湖南
典中典中典中典中典-,保密,最好的科幻片,7,177674878,天津
onlyonehahaha,保密,弹幕都懂完了，全是研究黑洞的,7,1427205660,宁夏
路飞酱啊娜美,保密,回复 @Dooooorothy :你理解很到位，不过看你们对话给我快整蒙了，你们说的都没有错，对错都是人类自己定的标准，对于宇宙没有对错，人类有爱，但宇宙没有爱，站在人类的角度去看宇宙本就是错误的，地球现有已知的知识不足以了解宇宙，不在一个维度空间，就好比站在细菌的角度看待人类一样，永远达不成共识的，没法直接交流,8,1138313817,河南
Valar-legend,保密,毕竟还是神中神！,7,38647241,山东
硬币反正随便花,女,鄙视链一层叠一层哈哈哈,7,10688199,山东
鱿鱼怎么做才好吃,男,评论没必要争，都是好片，俩部科幻片我都喜欢，就是喜欢这种硬科幻,7,49739881,江苏
天生的修士,男,诺兰真牛，引力真的可以超越维度，要是能看到黑洞视界内真是没有遗憾,7,35612840,湖南
新疆炒威粉,保密,我老婆说看完球2后回家第六次刷了星际穿越，我也来补补看[米诺高分少女_开心],7,32942910,广东
大刻吃核弹,保密,"阿凡达的家庭戏😪🙄
星际穿越的家庭戏😭😭",7,97255115,重庆
你好我唑,保密,有个小细节：结尾看似强调了Plan A成功后的光鲜亮丽，但其实在布兰德的行星上成功的Plan B是关键，Plan A不靠未来的人类文明不可能成功而Plan A不成功就不会有未来的人类文明，所以只实施Plan A是不可能拯救人类文明的。这里Plan B起的作用是保存文明火种，在其他行星上继续发展以便发展到能进入5维的文明程度来帮助当年Plan A的成功,7,400336361,山东
老司机hehehehe,保密,神作无敌无敌，本世纪最伟大科幻片之一,7,321924594,山东
王刀宏花由错,保密,最让我震撼的科幻电影，目前为止最喜欢的科幻电影,7,487612538,江西
特拉沃塔灬东,男,当年邀请心仪的女生一起看星际穿越，我和她都看睡着了。看的是英文中字版[大哭][大哭][大哭][大哭][大哭][大哭][大哭],7,150200549,北京
鲜明的存在,男,看完后感受到的是“人类的浪漫”，或许用浪漫形容有些偏出表述，但这种感情不属于爱情亲情友情...是一种我定义不出来的爱使人类进化，从而延续了一个种族的故事...宇宙依然存在着，但这个种族的故事也不过是渺小到连星火都看不出的历史罢了,7,5875548,北京
可以咬打火机,保密,哥哥真男人，一个承诺守了一辈子，直到再次得到父亲的消息,7,260080199,湖南
nopartyfororwell,保密,如果未来有伴侣和后代，好想和他们一起分享这部心中的神作,7,22761358,辽宁
果茶真美味,保密,真希望国产在多出出这种类型的电影，不要在多搞什么喜剧，看的真无聊,7,1097578469,陕西
夏了盛夏天,保密,求求再重映吧 去影院看不止一次 最爱电影没有之一,7,2858616,未知
doutama,保密,一个人看完啦，中途感觉到了人生的虚无，但最后电影却给了个这么好的结局。,7,4512513,未知
人送外号皮皮猪qwq,女,2022年7月1号和lihaoyue一起看完，永远为人类最真挚的感情而落泪。,7,440556488,未知
夜猫不想说晚安,保密,我觉得黑洞应该是女主带着b计划人类发展到一定程度后通过某种科技影响了高维空间带来的，所以最后应该是ab计划人类都存活了，影片多次提到探索者，所以结局应该是男主开着飞船再次穿越虫洞，去找女主去了，再次成为探索者。[歪嘴][歪嘴],7,1816482272,未知
玲仔lingzi,保密,看评论看到笑死，我很庆幸自己是第一次看这部电影，我也很庆幸第一次看电影不开弹幕，毕竟现在的B站弹幕都不知道emmmmmm，总之我很享受的看完这部电影，真的很不错。最后就是流浪地球和星际穿越都好看，要是拿它们互相比较，它们应该都很伤心，毕竟啥啥啥都不一样，对吧[思考],7,22873511,未知
是周星星Ha,男,我们什么时候能拍出这样的电影呢！！！！,7,55399813,未知
-大川-,男,重力，不随时间空间而消逝，成为了一位父亲向女儿传递爱的方式，对于我一个理工男来说，这简直是极致的浪漫,7,23243125,未知
可乐味的饺子呐,女,刚跟着猪猪看完，太震撼了[鼓掌],7,286666993,未知
bili_51676430191,保密,朝闻道，夕可死矣,7,196804197,未知
阿莱tale,保密,四刷，好爽，逻辑真的非常缜密，无论是理论还是人做事的动机,7,20831484,未知
胖馄饨儿,保密,虽然大团圆结局，但悲怆孤寂和彷徨还是萦绕心头。,7,352510676,未知
薛定谔体验镇魂曲,保密,"以后电影院重映的时候踢我一下
玉臀轻置[脱单doge]",7,285469387,未知
星熊单推人,男,6公主25号晚上要放了[打call],7,82474512,未知
小赵阿_,男,一群人骂女主真醉了，抓住女主两个失误，一个是米勒星球强行拿数据，造成道尔死亡，第二就是不要让曼恩对接不说后果。道尔那边女主确实有一大半责任，还有一点责任是道尔自己，他率先进去布兰德再进去也没事。对接那里曼恩已经疯狂了看不出来吗，就算布兰德说了曼恩还是会那么做，因为他别无选择，自己看看曼恩当时的状态,7,68972652,未知
帝国之鹰隆不在,保密,别给球2抹黑，优秀的电影不需要别的电影衬托,16,1752482078,福建
腾讯Q宠大乐斗,男,伪造阿波罗计划让苏联破产，我没想到在这部电影里的桥段播出十年后要成真的了[喜极而泣],17,33012591,山东
404NotFxxked,男,打一星的nt是不感觉自己能靠个影评拿诺贝尔奖呢？[哦呼]看个科幻片上这一个劲较真，怎么没见你看动漫的时候较真呢？[偷笑],9,31943843,未知
无糖加冰啊,男,三年没刷了又来刷一遍，没想到球二之后出现了这么多拉踩的评论，乌烟瘴气的，受不了，见一个拉黑一个[铃芽之旅_嘿嘿],9,23338084,浙江
五海红玫瑰,保密,来看看有没有因为流浪地球2就过来跟风嘲讽星际的，键盘准备好了，有我就骂死他，不过目前是没看见，真好，看来大家还是很爱星际的，最好的科幻电影[委屈],9,126012118,辽宁
无敌豌豆少侠,男,我只想说，真正喜欢发自内心共情流浪地球系列的人，不会因此无法欣赏其他的优秀作品，也不会拿同样有深度的内核去互相比较，或者说争吵，球二确是国内科幻顶峰了，但路还长着呢,9,381533314,上海
jjdbdj,保密,我的意识在这三小时里经历了90年的人生,5,22844589,西藏
何何何---------君,保密,我认为这部影片封神的原因，是他的电影的设计非常巧妙，脑洞非常大。你甚至想不到为什么或者根本发现不出来它是一个悬念只有看到最后结尾的时候才会有一种恍然大悟的感觉。在这之前你只有迷惑或者犹豫不决。意犹未决。对于一个刚成年的人来说，这是一个很新的跨越性的故事。,5,524772112,湖北
董鳄鱼妃,女,最令人感动的是，直到最后，也是人类自己拯救自己[大哭],5,433524303,广西
bili_7471298,保密,这部和银翼杀手2049真的太棒了，特效nb寓意深刻又充满了人文情怀（其实还有一点更重要的是不会像2001太空漫游那样让我看的想睡着[笑哭]），今年好像要引进一部皮特的也是太空科幻片，希望也能达到这个高度,5,7471298,未知
许星染,保密,"大年三十晚上看这个电影
好震撼",5,391673462,湖北
化石野郞的转发机器,女,"就冲买了星际穿越，每年的年度大会员我必冲！！！！！！！！！！！！！！！！！！！！[支持]
我最爱的电影QAQ",5,816353,未知
寒千幽,保密,最喜欢的电影我的妈激动到哭,5,109458302,未知
帝念花开yu,女,已经不是好不好看能形容的，是牛逼,5,208806037,北京
无法静默梦中电子羊,保密,为什么神作的评论这么零碎,5,396944119,浙江
Edelweiss一,保密,谁懂啊，震撼到我一直在起鸡皮疙瘩！,5,1361303560,贵州
罗宋汤TM,保密,回过头来再看一遍，爱贯穿了整部电影，前半部分一直在提到只有引力能跨越时间，破解引力难题才能拯救人类，后半段由布兰德博士提出爱能跨越维度，把爱和引力的重要性放在同等位置，不管是哪种爱都让计划A和B得以成功，也正是因为“爱”这个能跨越维度的东西，让未来进化到五维的人类跨越时间和维度去拯救身处于末世的人类。,5,12506327,上海
小狗台灯,保密,今天终于把想看的星际穿越看完了,5,21976163,重庆
宇宙指烦针,女,看完奥本海默了。来不知道六刷还是几刷了。真牛逼啊。,5,10034651,山东
river兔兔,女,突然意识到某本练习册上面的图貌似是星际穿越）[可爱小黄豆_打call],5,507619327,河北
トデニハネノフ,保密,对我来说，最震撼我最打动我的还是那12个虫洞和牺牲的英雄们，特别是米勒所在的那个星球，全是水，还有压迫感满满的巨浪，孤身一人在那里科研，那感觉真的。。。，特别是还有时间的错乱[辣眼睛],5,433892132,重庆
回梦拾落光,女,1刷，完全被震撼到了，现在泪目+已经说不出话了[跪了],5,400731000,湖北
Zzzzh-go,保密,看完已经五分钟了，我的眼泪还没干，我的嘴还没合上，真的好牛啊啊啊啊啊，没有一句话能说明白我看完的感觉。可能80%没有看懂，但还是深深深深被震撼了，这真的不只是一部电影了，太牛了啊啊啊啊啊啊啊啊啊啊啊啊啊太牛了，震撼震撼。。。。。。。。。。好看的我要胡言乱语了,5,527078354,广东
ベ天命之子ミ,保密,作为一部硬科幻电影，《星际穿越》是非常成功的，虽然涉及的科学知识对于非专业人士来说可能难以理解，但却依旧让人为之一震，回味无穷。宇宙之大与人之渺小，通过严谨的科学计算以及特效表达式呈现在银幕；对人性，对过去，对未来，对人生，对时间的理解，在这部故事主线跨度八十年的电影里我们都能找到答案。含金量极高      108    TYL,5,594665700,湖北
