uname,sex,message,like,uid,location
天堂浬_33,男,只能说千万不要在取得了一定成就就盲目自大到处碰瓷,37,266703392,山西
樊小胖的球迷迷迷迷,女,不明白，为什么在那种情况下，明明危险将至，女主却非要拿东西，拿到了也没有命看吧，非要在那种情况下表现自己的勇敢和坚定。前期塑造的是勇敢聪明的科学家人设，到这点就变成了？？？[微笑]，只有活着才能实施计划拯救地球的人们，为什么要搭上性命？还有那个男的，海浪都到面前了还在那瞅，你不死谁死？危险面前反应这么慢，我吐了，这是选出来的优秀代表吗？,83,429629404,未知
小小怪下士dj,男,蝙蝠侠，机器猫，星际穿越，哪吒，怎么最近都是狠货啊[害羞],18,45884113,未知
BoneSakura,男,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊，事先没有得到任何消息！！！！太刺激了！,18,8388865,未知
干锅蛋卷,保密,"神作，又一不小心看了一小时。
2021年春在北京实习的时候刚好遇到重映，补了票，期待2024年十周年的重映（如果有的话）。
希望大家都不要踩一捧一，这个世界并不是只有贬低A才能衬托B[难过]",18,1952495,江苏
隔壁冷宝,男,时间会证明一切,18,649436963,新疆
绝对不咕,保密,"弹幕真的没法看了，建议关闭。主观讨论毫无意义，在生存欲望面前，尤其是一个人在一个星球上面对死亡的威胁，他的思想变得再怎么极端也不是无法理解。弹幕全是：懦夫！
国民素质太高太圣母了。看问题要客观，要带入人物和背景。只看结果：他把人害死了所以我就要喷他！太幼稚了。",24,12721986,未知
问水轻,女,现在只要是科幻片怎么就看到到处乱刷流浪地球 真的有点烦 世界观完全不一样 就看了个流浪地球是吧,24,55405698,新疆
病娇白毛美少女,女,16遍刷星际穿越了，自从当时还是个初中生的我被这部电影震撼，从此便迷上了诺兰这位神仙导演，他的电影我基本上都看过，令我震惊的有很多，但唯独星际穿越不一样，表面是硬科幻，星际，空间，引力的表达，但我认为它封神的还说这部电影对亲情的处理，父女间的爱和羁绊，即使身处遥远的不同星系，他们之间的纽带一直没有切断过，在最后Cooper进入超立方体后和过去的女儿之间的联系，加上那句“他们选择的人不是我，而是她”时cooper的笑容，借星际来表达爱，这便是我对这部剧极高评价的缘由，最后汉斯季默的精湛配乐更是锦上添花[点赞][点赞][点赞]当时在电影院是真的全程鸡皮疙瘩,21,3411747,未知
清言行风,男,求同存异吧各位，小破球2和星际穿越都很优秀，好好看剧才更能享受科幻的魅力不是吗,21,442587249,山东
_Aks,保密,节奏明显流浪地球不如星际穿越，故事的话每个人都可以觉得。,21,1072956101,浙江
日曜日おはよう,保密,老夫只需一席话语，管教星际穿越拱手而降，诺兰不战自退[2233娘_大笑],21,31684123,四川
你让我很难为,男,都别吵了，流浪地球和星际穿越都是好作品，咱们理性欣赏就完事了，非得踩一捧一吗？,21,86600680,内蒙古
38976ur6x81q,保密,"“登月骗局”这种低级阴谋论怎么还有那么多人信啊，连我国的科学家都辟谣过很多次了各位啊。
我以前也爱看这种地摊书什么百慕大三角世界未解之谜，因为觉得有趣，现在我觉得，真正的世界和科学比那些胡编乱造的故事有趣多了。",31,126560159,未知
湛蓝光武,保密,球2大概是1998年的天地大冲撞的水平（没看过建议去看看），还够不着星际穿越。,26,20352016,海南
whiteVanilla,保密,这是我看过最伟大，最震撼的电影，庆幸他那年上映的时候，我们全家一起去电影院看了，虽然当时年龄很小，但是当时真的很震撼,12,471508544,河北
Pip__x,男,众筹一双没看过星际穿越的眼睛[委屈],12,4127681,河南
蘭-霆-序,女,最后库伯去看他女儿的那个片段，我感动哭了，天呢，墨菲一辈子都在等她父亲回来，而他父亲回来时墨菲已经临近死亡。从一开始对父亲离开的长年累月的质疑悔恨，到后来理解了父亲于是难耐的等待，最终成就了自己的事业，拯救了父亲，最后能够坦然地对父亲说让他走。我的天怎么会有这么感人的父女情深！！！！,12,5725276,安徽
得水的乐观生活,女,其实道教中提到的轮回，有没有可能就是不同时间和不同空间的同一个人，你即是我，我即是你，只是表现状态不一样。道家思想中还有一条就是，别人就是自己，爱别人就是爱自己。外星人就是很多很多年后的我们,12,294099998,宁夏
白吃羽,保密,以后二十年都不会出现一部超越这个电影了东西了，这电影无论是理性还是感性的人看都是神作，就应该被载入史册！,12,2314431,未知
bielaizhaoshi,男,能不能别吵了,15,687604683,山东
林雨徐,保密,看到某音上有人拿流浪地球肆意贬低《星际穿越，或许流浪地球很棒，但千万不要拿来和《星际穿越》比较高下了[捂脸],17,620320866,未知
太虚阁主,保密,"1.弹幕一直刷演员 ，本来都是来看电影的真的挺败坏路人缘 。好好看就好好看，圈地自萌行不行 。
2.还一直剧透，还没到那个画面 ，就什么注意书架，什么讯息都被你懂完了。简直比懂王还懂王。还有什么遵守了承诺，我后面还看个毛线 。才看十分钟，都被懂完了 。还开的十级屏蔽 ，真的不够用了，说是牛马十级屏蔽都防不住，十分钟举报了好几条弹幕 。
3.看完了一遍，重新回顾的时候，请不要做一波预言家好吗，TMD。你们这样放假买了大会员，刷第一遍的还怎么看得下去。还9.8分呢，可惜了这么个好电影 [难过]",17,389223331,未知
账号已注销,保密,发现有些人喜欢唱反调来吸引眼球,17,30783810,未知
是个琅人,男,我拿着初高中的物理知识来评论物理学家指导的电影，请叫我b站物理学家[呆],17,87070048,未知
彼得剧,保密,不愧是21世纪最伟大的科幻片[脱单doge],17,526347941,河南
SchrosPurine_削皮,男,好，我心目中的rk.1。我最喜欢的几个电影：1.星际穿越 2.教父三部曲 3.肖申克的救赎。最喜欢的太空电影 1.星际 2.球1 3.地心。球2暂时还没看。星际穿越的音乐在我心里一直是断档第一，估计很久的未来都很难改变，期待七月份的奥本海默,17,13583095,河北
T1_lucker,保密,球2和星际穿越都很精彩（个人感觉），为什么非要分出搞下呢?欣赏电影本身才是最重要的,17,1999931729,北京
五香鳕鱼,男,两个很优秀的科幻片为什么非要拿来比较呢,17,316577845,山东
路飞酱啊娜美,保密,给我的感觉不像电影，感觉很真实的样子，,17,1138313817,河南
叶映四月辉,保密,震撼，高三学子的泪目，看完这个更加坚定我大学选择物理专业的梦想了,17,381863078,河南
雁王丶,保密,年度报告，星际穿越有多好看，一图有之[doge],7,44933856,江苏
小懒日记__,保密,我朋友看流浪2睡了俩小时[笑哭],42,1477061956,吉林
吃啥啊吃啥啊,保密,看了三遍才看懂。为以前的狭隘而感到惭愧...... 我想说流浪地球也好，三体也好，星际穿越也好等等等等，都是人类对着这满天繁星的伟大探索与幻想。有些事争论个你死活和高低是愚蠢和没有意义的。只会把人类困死在这牢笼里。 向人类致敬，向爱致敬，向伟大的先驱者探索者致敬！,20,1287685,未知
一条小斑斑OVO_,保密,真不知道那些人怎么说出口的，流浪地球怎么能和星际穿越比[妙啊][妙啊],20,1618969536,甘肃
quan787,保密,"发现很多弹幕没有明白曼恩打算抢夺永恒号控制权的动机，以为他是想自己逃命，属于是完全理解错了。
曼恩是老布兰德最好的学生，肯定知道老布兰德一直隐瞒的秘密，就是引力方程无法解决，地球上的人类无药可救。因此拉撒路计划从一开始就只有一个目标，就是在虫洞另一头建设定居点，放弃地球。曼恩醒来后，发现库珀为了留下回到地球的燃料，放弃前往埃德蒙斯的星球，而这样做会导致整个拉撒路计划失败，全人类一起完蛋，于是萌生了抢夺永恒号的想法，他其实打算将永恒号开往埃德蒙斯星球，在那里建设定居点。因此曼恩死前说：这不是关于我的命，也不是关于库珀的命。他做这些事的动机是按照老布兰德一直保密的方式完成拉撒路计划。",36,15714129,北京
小懒日记__,保密,冷知识:流浪地球1在IMDB评分才5.9，星际穿越评分8.6哦,29,1477061956,吉林
夜半G调Goo,男,星际穿越我看了很多遍，这次在弹幕里看到有人讨论曼恩博士的行为，有人说曼恩不值得洗，曼恩值不值得洗我不知道，但这次真的看懂曼恩这条线了，以前都只是把他当成一个小反派，剧情的冲突点来看的。曼恩拍死懦夫他自己是承认的，曼恩是知道a计划无法实行的，那么想想看他夺走飞船会去干嘛？显然是执行B计划，回地球肯定是等死，待在飞船里什么都不做也不过是死的晚点，对他来说找到适合居住的星球然后执行B计划并且活下去是最好的选择（别忘了还有最后一个目标点），如果一切顺利，他的行为对于人类的延续来说并没有什么影响，只不过地球上的人就真的完了，我没有要洗他的意思，也不认为他做的是对的，我能理解他孤独怕死但确实不太能接受他的做法，为了自己能活下去，欺骗前来救援的队友，如果他的计划成功了，除了他之外的队员全都会死在这个冰天雪地的星球上，虽然感觉上他想在夺取飞船的控制权之后再和库珀他们商量，但显然库珀望女心切的心理和曼恩自救切执行B计划的心理是不可协调的。,16,2006081,未知
Collapsing幻,男,"想吐槽科学问题的看啥电影？觉得影片知识有问题又不说，况且科幻电影必然有部分是想象出来的，能保证必然科学？想科学可以看专业科教片为什么要看电影？
科幻影片中科学只是皮而已，电影真正的内核是表现人的品格和情感等等，连看电影基本素养都没有就别用那点可怜的物理知识来瞎评论",16,486788311,未知
winwinift,女,六刷 我心里无可超越的神级作品,16,472988233,广东
顾影依依,男,"不是我也是服。弹幕老可能刷三体三体二项箔二项箔，然后还对着女主刷程心。
星际穿越和三体是表现一个东西的吗？？？ 胡乱刷什么？？？   能不能把电影看完，先管住你那个渴望表达的内心。女主那条线就是在表现丈夫恋人对伴侣的爱，这是人类的爱之一，和男主那条线本质上是一样的。 程心，程心，你就知道个程心！？？  我看你三体没看明白，这电影你也没看明白，没事别到处当小鬼。
[捂脸][捂脸][捂脸]",16,395408931,四川
不可食用白薯丶,男,儿子其实很重要，如果没有儿子守护这个家庭，就没了,16,2972995,未知
卡哇伊蝶死捏,保密,有一点希望正看电影的你可以去细想下，爱被里面提到好几次了，从库博对女儿，对儿子的爱，是让这一系列因果律产生闭环的重要因素，布兰德对她男朋友的爱，也是后来成功实施B计划的关键因素，最后库博在四维可控时空中通过爱找到维系他们沟通的那个时空，填补了最后的缺口，所以全文要突出的就是，爱，这种我们认为感性的情绪它却是可以让我们穿越四维时空，突破四维世界的因果律，是可以量化的一种高维产物。人类应该庆幸，拥有这样一种可以跨越时空的能力，所以不要忽视了我们身边的亲人对我们的爱,19,430399344,未知
SuperCollapsar,保密,老祖宗说的天上一天，地上一年，说不定就是接收了未来的人泄露的一星半点信息[doge],19,491878671,未知
油炸澳利澳,男,"嗯？？？昨天晚上才看的发条张的解说，今天就上了[抠鼻][抠鼻][抠鼻]    
《2001 太空漫游》是不是也快来了[doge][doge][doge]",19,46417427,未知
Avibart,保密,第一次看啊！之前了解过，但没看，这感觉真的是，比看完流浪地球，感觉还震撼[热],19,89507946,山东
幽莲花暖,女,致科幻，致人类，致无边的爱,11,2547324,吉林
吧唧吧唧卜卜,女,看完奥本海默又回来重温星际穿越噜,11,258892830,广东
最喜欢吃玉米233,男,星际穿越的镜头太美了，一人高的玉米树浪、太空背景下的环形空间站、无人星球上无垠的海水，配合钢琴曲，有一种动人的、孤独的未世美。球2也美但感受不一样，还差点，情感表达没有那么自然，三条线的叙事还可以打磨下更清晰。,30,7371728,广东
就怪不好意思的,保密,"2022年重新观看这部巨作，同样看弹幕想给一些人一定坨。
一直摆弄着浅薄的知识，现实怎么怎么样，搞得现实里他们进过黑洞一样，要是真喜欢摆弄这些，你tm倒是发个论文在知网呀。
科幻本来就是科学幻想，要真看严谨科学，转步隔壁纪录片区，或者转战论文发表区，我想看看你的高论。
还有一些拿流浪地球说事的，我算是看明白了，外国科幻片阳春白雪，国产科幻片（特别是有吴京）就下里巴人，贱不贱呐，外国科幻片严谨，国产科幻片哪里都是缺陷，你要这么看，外国的科幻片看一个我都能挑出n多个来，不就想表达，我看了此片，我就比别人高人一等么，你tm哪个星球的天龙人啊，那么豪橫",21,214452926,未知
zbrsk,男,好消息好消息，我们人工合成淀粉了，天大的好消息。,15,27942179,未知
战术应急食品,保密,时间会证明谁是经典,15,35734919,未知
K此方在犯困,男,如果你要是很仔细的看一遍，到最后你就会恍然大悟，那种突然明白一切的感觉很难再有第二次,15,299679157,未知
阿尔法肾上腺素能受体,保密,我们这个时代目前最好的科幻电影,15,455070080,未知
倒计时旅行,男,不知道这部电影还能活多久，b站很多电影都续不起了。,15,280435766,湖南
木泽想过平静的生活,保密,第一遍看建议关弹幕,15,201536791,广西
华莱士喷射冠军,保密,个人打分，球2差不多9.2分，星际穿越9.5分,15,31468106,江西
明融书衡,男,底下的近期评论看起来真可怜,15,5425963,上海
纯银雪梨,女,很难想象这是八年前的电影，我认为还没有能超过它的新片,15,317062966,未知
蕊寒香冷蝶难来_,保密,别问为什么只有提名奖，因为奥斯卡配不上星际穿越,15,386742599,未知
刻玟,男,"片子里给了个非常神奇的猜想，说爱和其他力一样，都能被量化并在时空中传播，我当时看的时候，还以为只是库珀在对作为一个人类，赞美“爱”这个概念。
但后来看第二遍的时候我突然发现，他的意思是“爱”是种“力”，能够和力一样影响世界，只是表达的形式和常规力不同，而这样的猜想也是基于他出现在超立方体中的事实，他意识到并非是其他存在让他到达了黑洞中的这片区域，而是自己对墨菲的爱。
于是乎我就突然想，一个人的“感情”会不会真的和基本力一样实际存在，并且能和其他人的“感情”相互作用，改变事情的走向，甚至是影响宇宙本身？
（这就是一个想法而已，并没有特别较真的意思嗷[小A和小B_吃瓜]）",18,23988187,未知
王山而mrl,保密,b友们似乎不太喜欢用大脑发送弹幕和评论呢😃,18,316779776,未知
歌莉亚舞桩机器人,保密,xfh对这部电影的黑点就是他是🇺🇸电影是吧😅😅太爱国啦,23,42204287,未知
灬冫氵艹,保密,就这样一部神仙作品，居然还有人说不如流浪地球？？？？,23,17125345,四川
R_A-F,保密,评论区经典流浪地球和星际穿越打架，我寻思这种电影几年才有一部，不好好都看一遍还在这搞对立，有大病[翻白眼],47,329439599,吉林
shady的girl,女,最浪漫的科幻电影，同时最真实。,13,36728532,四川
锐意前行的心,保密,上帝，我不懂弹幕里有人说我们从小被教育敌视美国？我寻思我这么大岁数了看到的大多数都是民主的美国人等一系列国家地区一直在被宣传恐惧敌视我们。我们中很多人被别人吹的想出国····不知道ta学的哪本教材,20,38339976,未知
UNIhpevd,男,我因为既喜欢流浪地球，也喜欢星际穿越，被同时扣上了牧羊犬和小粉红的帽子[无语][再见],28,89604551,安徽
阿米诺斯睡不醒,保密,这也怪不得他们没审美能力，毕竟他们之前看的东西也就那样,22,4754186,广东
闲野春泽,保密,把人文关怀融进科幻，神作中的神作,10,11381366,未知
史上最牢巴巴托斯,女,还证明啥，《星际穿越》是一部划时代的科幻片本来公认了[脱单doge],10,37896779,重庆
小哥哥你坐船头,女,高中的时候看和现在有小朋友了之后看，真的是完全不一样的感觉,10,20027565,四川
废鸟先飞,女,天啊，震撼，真的绝了这电影，好久没看过这么好的电影了,10,321872945,江西
為袮か執著,保密,b站弹幕里人均物理学家，个个脑子就跟没长开一样，还说什么科学的尽头是神学，个个都跟失了智一样，以后看电影，我都不想开弹幕了。,14,440976115,未知
所热爱是生活,男,我以前一直以为自己发现了许多bug，到现在才发现是我物理没有学好[无语][无语],14,305747895,未知
白哧丧失话语权,保密,能不能别一帮人在那瞎高能啊，你提前五秒钟高能还好，提前五分钟就说高能有多坏人心情,14,179243598,未知
-TheEndOfLife-,女,最后那个90%忠诚真的牛，任何地方都是铺垫，NBNB,14,197540955,未知
小春1010,保密,本来准备b站6刷弹幕版的，看了十分钟感觉弹幕把片子档次的都拉低了。。。。还是关掉弹幕净化世界好了[doge],14,36926195,未知
草酸和CaO生成沉淀,女,二刷，评论里咋一堆二极管和流浪地球系列做对比[无语]这俩文化背景不一样着重点不一样基础设定不一样非得扯到政治问题上，二者我都很喜欢，基本算国内最喜欢的和国外最喜欢的电影（）也都能接受对它们的批评，但是拉踩就是纯纯的若至行为了,14,365077518,山东
南阳草庐一介村夫,保密,真的……真的太震撼了，一开始是被歌曲所吸引，但当我看完这部电影的时候，我才发现它太震撼了，只有震撼能表达看完的心情,14,329081340,广东
空崎曰曰奈,保密,这是我看过的最强的科幻片，以前真是见识短浅了。,14,21968013,安徽
_嗝,保密,有没有想过，当你坐在卧室玩手机的时候，你背后的墙里――处在另一空间的“你”，在焦躁地又锤又吼？,14,646977815,河南
Stokros_,保密,不愧为神作，能在星迹穿越里看到很多2001太空漫游的影子,14,501432664,福建
不会就蒙13,男,抛开科幻不谈，星际穿越在亲情元素上做得如此成功，以至于让我有了将来一定要有个女儿的冲动。,14,299964427,湖南
卑微的猫头,男,有没有一种可能 我们地球人其实就是移民来的 还有一部分人在宇宙中其他地方,14,395145249,广东
野比老G,男,不要温和地走进那片苞米地[tv_doge],14,7091248,未知
何来塵埃飛舞_,保密,感谢口罩和隔着坐，让哭的时候不会太狼狈,17,287432508,未知
星星眨着眼月儿划问号,男,看神片的时候是不能开弹幕的 弹幕简直降智打击,17,579308,未知
教练我也想打篮球,保密,晚上刷完哪吒又打开了星际穿越，看了三遍了，还是那样震撼。在壮阔的场面、宏伟的音乐里面包裹着最柔软的亲情。感觉就好像心脏激动到要爆炸的时候又被狠狠攥住无法呼吸，久久不能平静。,17,2883143,未知
我真的不是蟑螂恶霸,男,2023年3月6号15：51，第一次看星际穿越，被深深的震撼了，我相信，这是未来的我同样也是过去的我促使我看的，,17,377972928,广西
阿奋,男,别按时间来了，知道你是看完三体动画来的[doge],17,322504,江苏
糖果菲露露,保密,在看完之前我从未想到会有这样一种震撼感会冲击我的心，即使我知道它是多么伟大的一部作品。现在我感受到了。,17,24912695,湖南
佰密亿疏,男,"这种牛逼电影对人是最无语的，因为你给理科生看，看懂了不会评价，只好大呼牛逼。[滑稽]
给文科生看，压根看不懂，但蛮深奥的样子，也只好说牛逼。
但它对我很有意义，请务必多拍点，虽然我也只会说牛逼[点赞][点赞][支持][支持][热词系列_吹爆]",19,662254346,未知
不懂樱花的笨猫,保密,起初我以为又是一部美帝宣扬个人英雄主义的电影，全人类的命运掌握就特么在几个精英手里[笑哭]直到我看到了最后半小时那段，我才被诺兰震撼到骨子里了。这已经超越什么集体或个人主义，爱才是永恒的[OK],19,479032418,江西
5乘5ooo,男,2022年12月23日，重温电影。,16,50798073,浙江
Polaris--LL,男,知道这个大片很长时间了，但提不起兴趣，每次点开看个十来分钟就看不下去了，三刷流浪地球后，第一次完整地看完这部星际穿越，恕我直言，小破球比不过，后劲太大了，期待中国有一天能拍出比肩此部的故事。,28,486879692,安徽
绝世好攻程非池,保密,以前看流浪地球1觉得无聊，以为是我不喜欢看科幻片，直到看到了星际穿越,24,329155805,湖南
茜罗揉出碎英繁,保密,这部电影，评分已经不重要了,13,11659364,未知
十二雨田,男,这部片子让我对时间和生命还有神秘的太空充满了极大的兴趣，让我瞬间觉得忙碌的生活毫无意义,13,22793746,未知
子鱼过余,男,好消息 枯死病被换着法子解决了,13,71573007,未知
fletcherqi,男,刚领回来一天会员就来看这个[doge],13,35779597,未知
披着人皮说脏话の妖,男,刚刚去电影院看完重映，[热词系列_吹爆]音效太棒了,13,355787099,未知
氵罗伦斯,男,昨天去了杜比全景。。。。我只能说，光是声音就足够我舒服了。后半段开始的全程高能bgm加声效，尤其是那个强行对接那个人说着话突然爆炸那个场面，当时候我后边就有人说，就算是已经看过知道要爆炸还是被吓了一跳。体验真的太强了！,13,5266631,未知
账号已注销,保密,没想到疫情能圆我在大荧幕上看它的梦想……[妙啊][妙啊],13,3609228,未知
腐狼嚎叫,保密,刚刚在b站看完流浪地球。接着看了地心引力。接下来又是这一步。b站真努力啊！,13,122523141,未知
Powder-get-Jinx,保密,在b站看好的電影不能開彈幕，因為你會看到一部分人在不斷的秀自己的下限與無知,13,24218608,未知
恰恰柠檬檬,保密,TMD 人类怎么能拍出这么牛逼的电影,13,396920767,河北
树人耶格尔,保密,啥时候电影院在重映阿,13,11838360,上海
做个文明中国人,保密,星际穿越是一部每一次刷完都能让我感觉很舒服的电影[吃瓜],13,39644169,广东
TieDollarQAQ,男,星际穿越是永远的T0[打call][打call],13,1315466468,河南
该隐释天,男,除了震撼 不知道啥了,13,372665149,四川
NormanFFRockwell,保密,希望星际穿越能像蚁岭和失眠症那么冷门，真是9年前的电影都要拿来蹭热度用？,13,11928973,广东
仙绛官,男,我只能说，在我听说这部电影后，我觉得应该和一般电影一样，没什么意思，所以首映我没有去看过，但是当第二次重影时跟朋友去看时我大为震撼，可能是因为影院环境的影响，这部电影真的可以说是让人说不出话了，无论你是什么样的身份去看这部电影，给你的感觉只有震撼，这是第三次我在哔站上看这部电影，真的很不错的一部电影，感谢我能看到,13,510381632,湖北
小黑就叫小黑,保密,评论里居然还有人在乎什么最后是美国国旗，很恶心人什么的。。。。就，有些人你们真的不适合看电影，爬,13,4388822,广东
并不是很认可,男,哎我真的是服了。。。只要沾点科幻元素各种弹幕刷 前进四 自然选择 大低估 青铜时代 我真的，本来好好一本书看完很震撼，现在被各种弹幕整的看到这几个词就厌烦，甚至或多或少上升到了原书。。,13,383822196,贵州
小x的忧伤,保密,心中的震撼很难形容，亲情友情，伦理，知识、我天呐这是一个在世的人能想象的到的故事情节吗？对于未知的描述，对于未来的展望，人只能向前看，怎么可能有倒退的道理？！WC真神了好吗？只真正看完， 才能体会那种心情，神作！！！！！！！！！！！,13,325851595,山东
油炸六花,男,好看@辣妹玮玮子,1,591305398,吉林
阳光透过瞳孔_,女,@阿咩- [脱单doge],1,1230930555,陕西
A点精英,保密,我还刚点进这个视频的时候我才10岁…现在已经34了…,18,40908410,未知
亚瑟做的死抗,保密,今天去电影院看了，真的绝了，果然还是身临其境的感觉棒啊！就是耳朵现在有点耳鸣[笑哭],9,15122791,未知
nan南難,女,打卡 这部电影除了科幻外还让我感受到了“爱” 库伯因为爱所以前往太空寻找拯救女儿更是拯救人类的方法 女儿也因为爱等待了父亲一百年 深刻地懂了为什么称它为爱和引力,9,505460915,上海
chovy超萌嗯,保密,有一样把这部片刷过十几遍的吗[大哭],9,152077577,未知
朝阳大月亮,保密,看完奥本海默又来刷诺兰电影了,9,259348978,北京
花卷哇呀呀呀,保密,"看完星际穿越，心灵受到了极大震撼，发觉思想都被开拓了很多。
人类的探索是永无止境的。
宇宙真是神秘且绚烂。
有许多未知的东西它们令人既恐惧又着迷
这部作品我深有感触。",9,367506297,安徽
拿拿-一把拿驾照版,保密,刚刚看完这部电影，我现在大口呼吸又战战兢兢，刚刚看到结尾那哭的又感觉带点压抑，我真第一次看电影看成这样，就好渺小的感觉啊，又想把握住现在，又想理解未来，我很难形容看完这部电影的感受，真的，感觉语言难以表达的震撼。,9,36412315,广西
两天热句号,保密,星际穿越还有可能再重映吗？好想去电影院看一次！,9,1868233294,河北
_Jovena,女,我的天我的天我的天哪！！！！真的太震撼了！！！（已经到语言匮乏的地步了！！！）,9,15443595,福建
T桃桃桃-,保密,太震撼了，很遗憾没有早点看到这么好的片子,9,1182225251,内蒙古
阿废工,女,恭喜劳模姐get奥斯卡最佳女主角[大哭]马修&卡西&劳模姐“一家三口”影帝影后[给心心],9,695383772,未知
Starship-,保密,我宣布流量地球就是电影届的四大名著！,30,1516517851,上海
一只游民,男,第一次看觉得说爱超越维度太扯了，现在想想，如果感情的本质就是两个人存在一种引力呢。我记得高中有次我妈来找我没提前说，她就在后门看我，我突然就回头了（她说她就看了一会儿，而且那可是高中，随便回头万一是老师可就芭比Q了，可我还是回头了，直接看向后门）,15,15752287,未知
拉卡门,保密,我们的征途应当是星辰大海，1930年，凯恩斯曾预测到了2030年，人们每周的工作时间为15小时。我不曾苛求星空遨游，但我想拥有一片可以看得见的星空，而非70亿人的忙碌。,12,61173632,未知
Tay-Hxy,男,"这部电影我看了两次，第一次还在读书，现在已经工作了。
依旧震撼，依旧觉得牛逼，依旧对一些物理知识理解不到，依旧是会惊喜会流泪，真的是一部好作品，同时我也对这个世界感到震撼和毛骨悚然，原来我觉得广阔的地球，太阳系，银河系不过也就是宇宙的沧海一粟，太牛逼了。",12,253371038,未知
夏有弥光,女,领了大会员来看,12,23747189,未知
账号已注销,保密,个人感觉这部比盗梦好看，诺兰的人文主义展露无遗[OK],12,197772227,未知
doodkl,男,呢些开头说什么“我说我自己”和“首尾呼应”的自以为没在剧透是吗？真tm恶心，毁了新观众的观感,12,476020774,未知
正正经经不正经,男,请买《云图》！,12,326251620,未知
含羞草也有摇滚梦,保密,看了无数遍了，每次看都很震撼，每次看都会掉眼泪，诺兰真的太牛逼了，这就是我心里的顶级科幻片,12,25080540,四川
低止墨步,保密,这是怎么写出来的剧本啊，看完太震撼了,12,27580105,湖北
奶酪Fn,保密,没有儿子的坚守，房子都没了，女儿30多岁也没法顿悟收到父亲的信息,12,3.49327E+15,北京
邋邋遢遢他_,保密,怎么看个电影都能争谁更优越 [疑惑],12,322607579,福建
隔壁冷宝,男,这部电影太适合重复看了，都看了5遍了[大哭][大哭][大哭],12,649436963,新疆
昼与星与鱼皆可得,女,被朋友安利而来 学习了大半天奖励自己看看电影[初音未来_大笑],12,326828302,湖南
知识学爆の顶针,女,我有预感这片最近评分会降低,12,477954671,河北
隔壁冷宝,男,流浪地球2的b站视频为什么评论都带着星际穿越？,12,649436963,新疆
Casval-Deikun,男,不要偏激，理性讨论，入站答题都忘了? 好好欣赏电影,12,336267568,江苏
京畿道流浪女子,保密,一部好电影，弹幕质量烂的一笔,12,406774294,山东
无面怪人,女,为啥你们不能老老实实的看电影,12,672362255,天津
小卷兔头,保密,怎么全是球 没完了,12,15281201,河北
马卡吧卡的丁丁车,保密,刘德华那段以及预言那段我第一时间感觉有种似曾相识的感觉，后来一想就是星际里面的感觉,12,453999427,上海
Relampargo,男,看这部电影，请用上最好的视听设备，不然太可惜了。,12,455996618,江西
Evilspiritman,男,吵架的都去看黑洞表面，看一百遍[抓狂][抓狂][生气][生气],12,504264586,山东
氪命andqbz,保密,对软科幻除籍也好，对硬科幻摁扣帽子也好，这种吹法无异于空中楼阁，科幻影片都是人类对科学最基础的幻想，到最后别回旋镖到电工上，祝大家观影愉快捏[雫るる制服ver._MUA],12,22249692,福建
我能征服泡沫轴吗,女,"又重看一遍，不知道是已经看过几遍了，真是深刻的电影，除开人文带来的震撼，纯纯被里面的物理知识带来的奥妙和震撼的真很少见。比起这部电影里的人文虽然也可圈可点，更让我惊叹的是这部里严谨的科学精神竟能带来“未入门”却似懂非懂体会到科学家所热衷事物的热情与兴趣。加上几年过去现实发现的黑洞影像和里面呈现的差不多，更佩服了。
这竟然是14年的电影。我在想当年就看这部我会不会对物理更感兴趣一点，毕竟当时理科最讨厌物理。",12,339825776,湖南
北锋啦,保密,不愧为本世纪最佳科幻电影,12,399091356,广西
生酪112,男,很久以前就知道星际穿越，一直没看，第一次看，真的太震撼了,12,292676782,广西
NeptunesDawn,保密,明年就是十周年了，希望能有重映[酸了]好想在电影院多体验几遍,11,1870559613,广西
珊瑚海里搁浅,保密,一部把严谨科幻和人文关怀融合得恰到好处的神作也能踩一脚，问就是文化自信[藏狐],305,288622550,湖北
科尔森局长,保密,"做第一批看的（╳）
屯弹幕和沙雕室友一起看（√）",19,168604407,未知
刘郁然,保密,突然发现台阶上的灰尘好像有什么规律[doge],5,490606827,重庆
月與火總形影不離,保密,期待！！,5,1117441082,江西
鱼缸里螺,保密,这个后劲太强了，看了一遍之后就经常在脑海里跑电影镜头，特别是男主拼命给女儿留下线索的时候，还有看见女儿的录像哭的时候，真的太感人了,5,3.53712E+15,浙江
微world,保密,《星际穿越》当时由几千台电脑进行虫洞渲染，最大限度的模拟了虫洞形态，也是诺兰的又一神作，是真的棒！,14,314863965,未知
精神错乱的_,男,对影视作品的评价不是争吵，而是客观的评价，不去一味的否认，不去一味的吹捧，各位对流2的喜欢我能理解，对星际穿越的痴迷我也能理解，但是这并不是当二极管的理由,14,358531834,黑龙江
LXnxYf,保密,流浪地球的观众真的降智,54,343742186,广东
米米米龙龙龙,保密,这不暴打流浪地球？？？,18,3.54656E+15,广东
